Gender,Membership,Brand,Frequency,Age
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,31
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,19
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,37
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,36
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,22
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Once/twice a month,23
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Rarely,36
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,61
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Once/twice a month,30
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,32
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,32
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,39
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,36
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,31
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,26
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,25
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,21
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,27
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,18
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Rarely,28
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,35
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,21
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,36
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,52
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,26
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,33
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,61
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Never,21
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,32
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,25
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Rarely,19
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,47
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,40
Male,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a week,28
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Rarely,36
Female,Yes,HomeTeamNS Fitness Workz/ SAFRA Gyms,Several times a month,45
Female,Yes,Pure Fitness,Several times a month,33
Male,Yes,Pure Fitness,Several times a month,49
Female,Yes,Pure Fitness,Several times a week,33
Male,Yes,Pure Fitness,Several times a month,37
Male,Yes,Pure Fitness,Rarely,36
Female,Yes,Pure Fitness,Several times a month,34
Female,Yes,Pure Fitness,Several times a week,29
Female,Yes,Pure Fitness,Several times a month,64
Male,Yes,Pure Fitness,Several times a month,29
Male,Yes,Pure Fitness,Several times a month,38
Female,Yes,Pure Fitness,Once/twice a month,58
Male,Yes,Pure Fitness,Several times a month,54
Male,Yes,Pure Fitness,Several times a week,24
Male,Yes,Pure Fitness,Several times a week,39
Male,Yes,Pure Fitness,Several times a month,34
Male,Yes,Pure Fitness,Several times a week,39
Male,Yes,Pure Fitness,Several times a week,16
Female,Yes,Pure Fitness,Several times a month,38
Female,Yes,Pure Fitness,Several times a month,41
Female,Yes,Pure Fitness,Several times a month,27
Female,Yes,Pure Fitness,Several times a week,46
Female,Yes,Pure Fitness,Several times a week,18
Female,Yes,Pure Fitness,Several times a week,53
Female,Yes,Pure Fitness,Several times a month,31
Female,Yes,Pure Fitness,Several times a month,36
Male,Yes,Pure Fitness,Several times a week,54
Female,Yes,Pure Fitness,Several times a week,17
Female,Yes,Pure Fitness,Several times a week,43
Male,Yes,Pure Fitness,Several times a week,50
Female,Yes,Pure Fitness,Several times a week,38
Male,Yes,Pure Fitness,Several times a week,39
Female,Yes,Pure Fitness,Several times a month,26
Male,Yes,Pure Fitness,Several times a week,43
Female,Yes,Pure Fitness,Several times a week,46
Male,Yes,Pure Fitness,Several times a week,32
Female,Yes,Genesis Gym,Several times a month,51
Female,Yes,Genesis Gym,Several times a month,26
Female,Yes,Genesis Gym,Once/twice a month,37
Male,Yes,Genesis Gym,Several times a month,22
Male,Yes,Genesis Gym,Several times a week,27
Male,Yes,Genesis Gym,Rarely,48
Female,Yes,Genesis Gym,Several times a month,49
Male,Yes,Genesis Gym,Several times a week,28
Female,Yes,Genesis Gym,Once/twice a month,52
Male,Yes,Genesis Gym,Once/twice a month,42
Female,Yes,Genesis Gym,Rarely,47
Female,Yes,Genesis Gym,Once/twice a month,40
Male,Yes,Genesis Gym,Several times a month,49
Male,Yes,Genesis Gym,Several times a month,39
Female,Yes,Genesis Gym,Several times a month,26
Female,Yes,Genesis Gym,Several times a week,27
Female,Yes,Genesis Gym,Several times a month,34
Male,Yes,Genesis Gym,Several times a week,43
Male,Yes,Genesis Gym,Several times a week,28
Male,Yes,Genesis Gym,Several times a month,21
Male,Yes,Genesis Gym,Once/twice a month,38
Female,Yes,Genesis Gym,Several times a week,64
Male,Yes,Genesis Gym,Several times a month,26
Female,Yes,Genesis Gym,Several times a week,36
Female,Yes,Genesis Gym,Once/twice a month,59
Male,Yes,Genesis Gym,Several times a month,38
Female,Yes,Gold's Gym,Several times a week,29
Female,Yes,Gold's Gym,Rarely,28
Female,Yes,Gold's Gym,Rarely,19
Female,Yes,Gold's Gym,Several times a month,16
Female,Yes,Gold's Gym,Several times a month,17
Female,Yes,Gold's Gym,Once/twice a month,51
Male,Yes,Gold's Gym,Several times a month,32
Female,Yes,Gold's Gym,Several times a month,22
Female,Yes,Gold's Gym,Several times a month,35
Male,Yes,Gold's Gym,Several times a month,30
Male,Yes,Gold's Gym,Once/twice a month,60
Male,Yes,Gold's Gym,Rarely,51
Male,Yes,Gold's Gym,Several times a week,43
Female,Yes,Gold's Gym,Several times a month,16
Male,Yes,Gold's Gym,Several times a month,28
Male,Yes,Gold's Gym,Several times a week,40
Female,Yes,Gold's Gym,Once/twice a month,38
Male,Yes,Gold's Gym,Several times a week,27
Male,Yes,Gold's Gym,Several times a month,34
Female,Yes,Gold's Gym,Several times a month,63
Female,Yes,Gold's Gym,Several times a week,28
Male,Yes,Gold's Gym,Several times a month,25
Female,Yes,Gold's Gym,Several times a month,36
Male,Yes,Gold's Gym,Several times a week,44
Male,Yes,Gold's Gym,Several times a week,31
Female,Yes,The Gym Pod,Once/twice a month,29
Female,Yes,The Gym Pod,Several times a week,47
Female,Yes,The Gym Pod,Once/twice a month,18
Female,Yes,The Gym Pod,Several times a month,52
Female,Yes,The Gym Pod,Once/twice a month,17
Male,Yes,The Gym Pod,Once/twice a month,60
Male,Yes,The Gym Pod,Several times a month,34
Female,Yes,The Gym Pod,Several times a month,29
Male,Yes,Dennis Gym,Once/twice a month,57
Female,Yes,Dennis Gym,Rarely,47
Female,Yes,Dennis Gym,Several times a month,33
Female,Yes,Dennis Gym,Several times a month,33
Male,Yes,Dennis Gym,Several times a week,30
Male,Yes,Dennis Gym,Several times a month,31
Female,No,,,24
Male,No,,,19
Female,No,,,21
Female,No,,,21
Female,No,,,19
Male,No,,,17
Female,No,,,19
Male,No,,,24
Male,No,,,17
Female,No,,,20
Female,No,,,19
Female,No,,,18
Male,No,,,24
Female,No,,,20
Female,No,,,18
Female,No,,,23
Male,No,,,23
Male,No,,,17
Female,No,,,21
Male,No,,,18
Male,No,,,20
Male,No,,,24
Female,No,,,20
Female,No,,,24
Male,No,,,22
Female,No,,,21
Female,No,,,19
Male,No,,,23
Male,No,,,22
Male,No,,,21
Female,No,,,23
Male,No,,,21
Female,No,,,25
Male,No,,,17
Female,No,,,22
Female,No,,,23
Male,No,,,22
Female,No,,,25
Female,No,,,21
Female,No,,,22
Female,No,,,17
Female,No,,,20
Female,No,,,19
Female,No,,,17
Female,No,,,21
Female,No,,,23
Female,No,,,23
Male,No,,,22
Female,No,,,24
Female,No,,,16
Female,No,,,21
Female,No,,,22
Female,No,,,21
Female,No,,,22
Female,No,,,23
Male,No,,,24
Male,No,,,19
Female,No,,,19
Female,No,,,16
Female,No,,,17
Female,No,,,16
Female,No,,,24
Female,No,,,21
Male,No,,,22
Female,No,,,23
Female,No,,,24
Male,No,,,17
Female,No,,,17
Male,No,,,17
Male,No,,,17
Female,No,,,23
Female,No,,,17
Male,No,,,19
Female,No,,,19
Male,No,,,21
Male,No,,,17
Male,No,,,18
Female,No,,,22
Female,No,,,17
Male,No,,,18
Male,No,,,19
Female,No,,,18
Male,No,,,22
Male,No,,,21
Female,No,,,24
Female,No,,,24
Female,No,,,23
Male,No,,,19
Female,No,,,19
Male,No,,,22
Male,No,,,25
Female,No,,,22
Female,No,,,24
Male,No,,,18
Male,No,,,23
Female,No,,,24
Female,No,,,23
Male,No,,,22
Male,No,,,19
Male,No,,,23
Male,No,,,18
Male,No,,,17
Female,No,,,25
Female,No,,,16
Male,No,,,23
Female,No,,,21
Female,No,,,21
Male,No,,,19
Male,No,,,16
Male,No,,,18
Male,No,,,20
Male,No,,,20
Female,No,,,22
Female,No,,,24
Male,No,,,21
Female,No,,,23
Female,No,,,24
Male,No,,,17
Male,No,,,18
Female,No,,,18
Male,No,,,18
Male,No,,,21
Female,No,,,20
Female,No,,,24
Male,No,,,22
Male,No,,,20
Female,No,,,22
Male,No,,,16
Male,No,,,17
Female,No,,,21
Female,No,,,24
Male,No,,,22
Male,No,,,21
Female,No,,,23
Male,No,,,19
Female,No,,,24
Female,No,,,22
Female,No,,,17
Female,No,,,18
Female,No,,,21
Male,No,,,19
Female,No,,,18
Female,No,,,18
Female,No,,,24
Male,No,,,18
Male,No,,,25
Female,No,,,22
Female,No,,,22
Male,No,,,19
Female,No,,,20
Female,No,,,20
Male,No,,,23
Female,No,,,20
Female,No,,,19
Male,No,,,24
Female,No,,,17
Female,No,,,18
Male,No,,,17
Female,No,,,25
Female,No,,,22
Male,No,,,22
Male,No,,,23
Male,No,,,24
Male,No,,,23
Male,No,,,25
Female,No,,,21
Female,No,,,24
Female,No,,,21
Male,No,,,24
Male,No,,,24
Male,No,,,20
Female,No,,,18
Male,No,,,16
Male,No,,,22
Female,No,,,16
Female,No,,,20
Female,No,,,19
Female,No,,,18
Female,No,,,24
Female,No,,,19
Male,No,,,19
Male,No,,,24
Female,No,,,23
Male,No,,,20
Female,No,,,21
Female,No,,,20
Male,No,,,23
Female,No,,,17
Male,No,,,19
Female,No,,,16
Female,No,,,17
Female,No,,,18
Male,No,,,17
Male,No,,,21
Male,No,,,20
Female,No,,,23
Male,No,,,18
Female,No,,,18
Female,No,,,21
Female,No,,,24
Male,No,,,18
Female,No,,,24
Female,No,,,19
Male,No,,,24
Male,No,,,23
Male,No,,,19
Female,No,,,21
Female,No,,,25
Male,No,,,16
Female,No,,,21
Female,No,,,17
Female,No,,,17
Female,No,,,16
Female,No,,,20
Female,No,,,20
Female,No,,,24
Female,No,,,22
Male,No,,,20
Female,No,,,25
Female,No,,,18
Female,No,,,22
Male,No,,,24
Female,No,,,17
Male,No,,,18
Female,No,,,20
Male,No,,,22
Male,No,,,24
Male,No,,,17
Female,No,,,20
Female,No,,,17
Female,No,,,20
Female,No,,,23
Female,No,,,20
Female,No,,,22
Female,No,,,18
Male,No,,,25
Male,No,,,17
Male,No,,,17
Female,No,,,19
Female,No,,,20
Female,No,,,17
Female,No,,,25
Male,No,,,23
Female,No,,,25
Male,No,,,18
Female,No,,,17
Female,No,,,21
Male,No,,,18
Female,No,,,24
Female,No,,,20
Male,No,,,22
Male,No,,,20
Male,No,,,25
Male,No,,,21
Male,No,,,22
Female,No,,,19
Female,No,,,23
Male,No,,,24
Female,No,,,17
Male,No,,,21
Female,No,,,23
Male,No,,,19
Male,No,,,18
Male,No,,,21
Female,No,,,17
Male,No,,,19
Female,No,,,18
Male,No,,,25
Male,No,,,17
Male,No,,,16
Female,No,,,22
Female,No,,,20
Female,No,,,17
Female,No,,,18
Female,No,,,22
Female,No,,,21
Female,No,,,17
Female,No,,,20
Female,No,,,19
Male,No,,,25
Female,No,,,19
Female,No,,,20
Female,No,,,19
Male,No,,,23
Female,No,,,19
Female,No,,,22
Male,No,,,21
Male,No,,,23
Male,No,,,25
Male,No,,,22
Male,No,,,16
Female,No,,,25
Female,No,,,17
Male,No,,,17
Female,No,,,19
Male,No,,,22
Male,No,,,19
Male,No,,,21
Female,No,,,22
Female,No,,,22
Male,No,,,24
Female,No,,,21
Female,No,,,17
Male,No,,,24
Male,No,,,20
Female,No,,,23
Female,No,,,21
Female,No,,,18
Male,No,,,22
Male,No,,,23
Male,No,,,18
Male,No,,,17
Male,No,,,21
Male,No,,,22
Male,No,,,22
Female,No,,,20
Male,No,,,23
Female,No,,,17
Male,No,,,22
Female,No,,,17
Male,No,,,18
Male,No,,,19
Female,No,,,19
Male,No,,,19
Male,No,,,20
Female,No,,,21
Female,No,,,18
Male,No,,,20
Male,No,,,22
Male,No,,,22
Female,No,,,21
Female,No,,,20
Male,No,,,16
Female,No,,,23
Male,No,,,18
Female,No,,,22
Male,No,,,24
Female,No,,,18
Female,No,,,16
Female,No,,,20
Female,No,,,19
Female,No,,,24
Female,No,,,21
Male,No,,,23
Female,No,,,21
Female,No,,,20
Female,No,,,21
Female,No,,,24
Male,No,,,16
Female,No,,,22
Male,No,,,18
Female,No,,,19
Male,No,,,25
Female,No,,,20
Female,No,,,19
Male,No,,,18
Female,No,,,22
Female,No,,,20
Male,No,,,20
Female,No,,,19
Female,No,,,19
Male,No,,,24
Male,No,,,18
Female,No,,,18
Male,No,,,16
Male,No,,,16
Male,No,,,19
Male,No,,,24
Male,No,,,18
Male,No,,,25
Female,No,,,24
Female,No,,,24
Male,No,,,24
Male,No,,,21
Female,No,,,16
Female,No,,,20
Female,No,,,21
Female,No,,,22
Female,No,,,21
Female,No,,,25
Female,No,,,20
Male,No,,,18
Male,No,,,21
Female,No,,,16
Male,No,,,19
Male,No,,,24
Male,No,,,18
Male,No,,,21
Female,No,,,24
Female,No,,,20
Female,No,,,19
Female,No,,,21
Female,No,,,18
Female,No,,,22
Male,No,,,18
Female,No,,,21
Female,No,,,23
Female,No,,,19
Male,No,,,21
Female,No,,,17
Male,No,,,21
Male,No,,,16
Female,No,,,16
Female,No,,,24
Male,No,,,16
Female,No,,,18
Male,No,,,20
Male,No,,,18
Female,No,,,25
Female,No,,,25
Female,No,,,17
Female,No,,,18
Female,No,,,20
Female,No,,,16
Male,No,,,21
Female,No,,,22
Female,No,,,20
Female,No,,,25
Female,No,,,21
Female,No,,,22
Female,No,,,21
Male,No,,,16
Female,No,,,21
Male,No,,,22
Male,No,,,22
Female,No,,,17
Female,No,,,20
Male,No,,,25
Male,No,,,21
Female,No,,,24
Female,No,,,23
Female,No,,,19
Female,No,,,21
Female,No,,,17
Male,No,,,22
Male,No,,,23
Female,No,,,23
Female,No,,,20
Female,No,,,22
Female,No,,,23
Male,No,,,18
Male,No,,,22
Male,No,,,23
Male,No,,,25
Female,No,,,19
Female,No,,,20
Male,No,,,17
Female,No,,,20
Male,No,,,22
Female,No,,,21
Female,No,,,23
Male,No,,,25
Female,No,,,18
Female,No,,,18
Female,No,,,23
Female,No,,,18
Female,No,,,23
Male,No,,,25
Male,No,,,18
Male,No,,,19
Female,No,,,19
Female,No,,,17
Female,No,,,24
Male,No,,,17
Female,No,,,22
Female,No,,,16
Female,No,,,20
Female,No,,,18
Female,No,,,25
Male,No,,,17
Male,No,,,23
Male,No,,,17
Male,No,,,24
Female,No,,,21
Female,No,,,25
Female,No,,,24
Female,No,,,22
Male,No,,,22
Male,No,,,23
Male,No,,,19
Male,No,,,23
Female,No,,,21
Female,No,,,23
Male,No,,,18
Male,No,,,17
Male,No,,,22
Female,No,,,25
Male,No,,,18
Female,No,,,19
Female,No,,,24
Female,No,,,21
Female,No,,,24
Male,No,,,20
Male,No,,,18
Male,No,,,25
Female,No,,,24
Male,No,,,17
Female,No,,,24
Female,No,,,18
Male,No,,,22
Female,No,,,24
Male,No,,,19
Male,No,,,20
Male,No,,,18
Male,No,,,23
Male,No,,,17
Male,No,,,25
Male,No,,,20
Male,No,,,25
Female,No,,,19
Female,No,,,17
Female,No,,,23
Female,No,,,17
Male,No,,,18
Female,No,,,23
Male,No,,,17
Female,No,,,25
Female,No,,,24
Female,No,,,21
Male,No,,,18
Female,No,,,24
Male,No,,,23
Male,No,,,18
Female,No,,,18
Female,No,,,17
Male,No,,,23
Female,No,,,22
Female,No,,,19
Female,No,,,20
Female,No,,,22
Male,No,,,25
Male,No,,,18
Male,No,,,23
Male,No,,,22
Male,No,,,19
Female,No,,,17
Female,No,,,18
Female,No,,,18
Male,No,,,23
Male,No,,,16
Female,No,,,18
Male,No,,,25
Male,No,,,22
Female,No,,,22
Female,No,,,18
Female,No,,,18
Male,No,,,19
Female,No,,,23
Female,No,,,20
Female,No,,,18
Female,No,,,17
Female,No,,,21
Female,No,,,24
Male,No,,,22
Female,No,,,20
Female,No,,,20
Male,No,,,23
Female,No,,,18
Male,No,,,24
Male,No,,,21
Male,No,,,25
Male,No,,,23
Female,No,,,24
Female,No,,,22
Male,No,,,16
Female,No,,,22
Female,No,,,19
Female,No,,,24
Female,No,,,25
Female,No,,,19
Male,No,,,23
Male,No,,,18
Female,No,,,22
Female,No,,,17
Female,No,,,20
Male,No,,,18
Female,No,,,20
Female,No,,,18
Female,No,,,22
Male,No,,,24
Male,No,,,23
Female,No,,,22
Female,No,,,17
Female,No,,,23
Female,No,,,20
Male,No,,,20
Female,No,,,18
Male,No,,,16
Female,No,,,23
Male,No,,,23
Female,No,,,18
Male,No,,,23
Female,No,,,17
Female,No,,,17
Female,No,,,24
Female,No,,,17
Male,No,,,20
Female,No,,,18
Male,No,,,22
Female,No,,,18
Female,No,,,17
Female,No,,,24
Female,No,,,16
Female,No,,,18
Female,No,,,18
Female,No,,,24
Male,No,,,20
Female,No,,,21
Male,No,,,19
Female,No,,,23
Female,No,,,18
Male,No,,,21
Male,No,,,19
Female,No,,,18
Male,No,,,18
Female,No,,,24
Female,No,,,20
Female,No,,,22
Female,No,,,18
Male,No,,,19
Female,No,,,23
Female,No,,,24
Male,No,,,17
Male,No,,,17
Female,No,,,16
Male,No,,,21
Female,No,,,22
Female,No,,,21
Female,No,,,23
Female,No,,,17
Female,No,,,20
Male,No,,,19
Female,No,,,17
Male,No,,,21
Male,No,,,19
Male,No,,,16
Male,No,,,17
Female,No,,,22
Female,No,,,18
Female,No,,,23
Male,No,,,25
Female,No,,,19
Female,No,,,21
Female,No,,,19
Female,No,,,20
Female,No,,,20
Female,No,,,23
Female,No,,,16
Female,No,,,21
Male,No,,,21
Female,No,,,24
Female,No,,,18
Male,No,,,21
Female,No,,,18
Male,No,,,24
Male,No,,,20
Male,No,,,19
Male,No,,,20
Female,No,,,20
Male,No,,,18
Female,No,,,18
Male,No,,,20
Male,No,,,20
Female,No,,,23
Female,No,,,21
Male,No,,,25
Female,No,,,20
Female,No,,,21
Female,No,,,19
Female,No,,,18
Male,No,,,19
Female,No,,,23
Female,No,,,22
Female,No,,,24
Female,No,,,19
Male,No,,,21
Male,No,,,25
Female,No,,,20
Male,No,,,19
Male,No,,,22
Female,No,,,18
Male,No,,,22
Female,No,,,19
Female,No,,,18
Female,No,,,22
Female,No,,,22
Female,No,,,20
Male,No,,,20
Male,No,,,17
Female,No,,,24
Female,No,,,20
Female,No,,,23
Male,No,,,18
Male,No,,,19
Female,No,,,20
Female,No,,,19
Female,No,,,25
Female,No,,,16
Female,No,,,23
Male,No,,,19
Female,No,,,17
Male,No,,,17
Female,No,,,24
Female,No,,,17
Female,No,,,18
Male,No,,,21
Female,No,,,23
Female,No,,,21
Female,No,,,19
Male,No,,,25
Female,No,,,22
Male,No,,,16
Female,No,,,16
Female,No,,,20
Female,No,,,16
Male,No,,,17
Female,No,,,24
Male,No,,,25
Female,No,,,24
Male,No,,,20
Male,No,,,22
Male,No,,,21
Female,No,,,24
Male,No,,,22
Male,No,,,25
Female,No,,,19
Male,No,,,21
Female,No,,,23
Male,No,,,17
Male,No,,,23
Female,No,,,19
Female,No,,,19
Male,No,,,16
Female,No,,,19
Male,No,,,19
Male,No,,,18
Female,No,,,23
Female,No,,,23
Male,No,,,19
Female,No,,,25
Male,No,,,19
Female,No,,,16
Male,No,,,16
Female,No,,,19
Female,No,,,18
Female,No,,,22
Male,No,,,20
Female,No,,,21
Male,No,,,19
Male,No,,,22
Female,No,,,18
Male,No,,,22
Female,No,,,18
Female,No,,,31
Female,No,,,31
Male,No,,,29
Male,No,,,32
Male,No,,,29
Female,No,,,27
Male,No,,,31
Female,No,,,33
Female,No,,,31
Male,No,,,27
Female,No,,,29
Male,No,,,27
Female,No,,,29
Female,No,,,28
Male,No,,,28
Female,No,,,28
Male,No,,,32
Male,No,,,32
Female,No,,,30
Male,No,,,27
Female,No,,,32
Male,No,,,30
Male,No,,,29
Female,No,,,25
Female,No,,,26
Male,No,,,27
Male,No,,,27
Male,No,,,32
Female,No,,,33
Female,No,,,30
Female,No,,,34
Male,No,,,29
Female,No,,,34
Male,No,,,29
Female,No,,,28
Female,No,,,31
Female,No,,,33
Male,No,,,28
Male,No,,,33
Male,No,,,28
Male,No,,,29
Female,No,,,29
Female,No,,,26
Male,No,,,27
Male,No,,,26
Female,No,,,31
Male,No,,,34
Female,No,,,26
Male,No,,,27
Male,No,,,33
Female,No,,,26
Male,No,,,27
Female,No,,,30
Female,No,,,29
Female,No,,,32
Male,No,,,28
Female,No,,,32
Female,No,,,29
Male,No,,,33
Female,No,,,29
Male,No,,,27
Male,No,,,28
Female,No,,,28
Female,No,,,25
Male,No,,,28
Female,No,,,30
Female,No,,,27
Female,No,,,25
Male,No,,,26
Female,No,,,31
Female,No,,,26
Female,No,,,31
Female,No,,,25
Male,No,,,30
Male,No,,,27
Male,No,,,31
Female,No,,,28
Male,No,,,30
Female,No,,,33
Male,No,,,32
Male,No,,,28
Female,No,,,27
Female,No,,,30
Female,No,,,33
Female,No,,,27
Female,No,,,30
Male,No,,,29
Male,No,,,32
Female,No,,,29
Female,No,,,27
Female,No,,,31
Male,No,,,28
Male,No,,,31
Female,No,,,27
Male,No,,,25
Male,No,,,33
Female,No,,,33
Female,No,,,27
Male,No,,,31
Female,No,,,26
Female,No,,,34
Male,No,,,30
Female,No,,,26
Male,No,,,27
Male,No,,,29
Female,No,,,33
Female,No,,,25
Female,No,,,32
Male,No,,,25
Male,No,,,29
Male,No,,,34
Male,No,,,25
Female,No,,,25
Female,No,,,29
Male,No,,,28
Female,No,,,30
Female,No,,,30
Male,No,,,32
Female,No,,,31
Female,No,,,32
Female,No,,,33
Female,No,,,33
Male,No,,,28
Female,No,,,26
Male,No,,,30
Female,No,,,33
Male,No,,,30
Female,No,,,31
Female,No,,,27
Female,No,,,28
Male,No,,,28
Male,No,,,33
Female,No,,,33
Female,No,,,34
Female,No,,,32
Female,No,,,27
Female,No,,,28
Female,No,,,32
Male,No,,,32
Female,No,,,30
Male,No,,,32
Female,No,,,31
Female,No,,,30
Female,No,,,25
Male,No,,,30
Male,No,,,26
Female,No,,,27
Female,No,,,26
Female,No,,,27
Female,No,,,30
Female,No,,,29
Female,No,,,30
Male,No,,,31
Male,No,,,26
Female,No,,,33
Female,No,,,30
Female,No,,,31
Female,No,,,27
Male,No,,,33
Male,No,,,32
Female,No,,,28
Male,No,,,32
Female,No,,,34
Male,No,,,26
Male,No,,,30
Female,No,,,30
Male,No,,,27
Female,No,,,28
Male,No,,,30
Female,No,,,33
Female,No,,,27
Female,No,,,25
Female,No,,,27
Female,No,,,26
Male,No,,,30
Male,No,,,30
Female,No,,,27
Male,No,,,27
Female,No,,,29
Female,No,,,29
Male,No,,,33
Female,No,,,32
Male,No,,,28
Female,No,,,32
Female,No,,,27
Female,No,,,27
Male,No,,,30
Male,No,,,26
Female,No,,,29
Female,No,,,31
Male,No,,,27
Female,No,,,25
Male,No,,,31
Female,No,,,34
Male,No,,,25
Female,No,,,28
Female,No,,,32
Male,No,,,28
Male,No,,,26
Female,No,,,27
Female,No,,,31
Male,No,,,30
Female,No,,,34
Male,No,,,30
Female,No,,,28
Female,No,,,28
Female,No,,,30
Male,No,,,29
Male,No,,,25
Male,No,,,32
Male,No,,,25
Female,No,,,31
Female,No,,,30
Male,No,,,27
Male,No,,,33
Female,No,,,34
Female,No,,,33
Male,No,,,32
Female,No,,,28
Male,No,,,33
Male,No,,,27
Male,No,,,31
Female,No,,,27
Female,No,,,32
Male,No,,,29
Female,No,,,31
Male,No,,,34
Female,No,,,26
Male,No,,,32
Female,No,,,28
Female,No,,,33
Female,No,,,30
Male,No,,,30
Female,No,,,28
Female,No,,,32
Male,No,,,25
Male,No,,,29
Female,No,,,28
Female,No,,,27
Female,No,,,30
Female,No,,,31
Female,No,,,30
Female,No,,,32
Female,No,,,33
Male,No,,,31
Female,No,,,29
Male,No,,,26
Male,No,,,32
Male,No,,,25
Male,No,,,28
Male,No,,,31
Female,No,,,33
Female,No,,,29
Female,No,,,29
Male,No,,,27
Female,No,,,25
Female,No,,,28
Male,No,,,31
Male,No,,,29
Female,No,,,30
Male,No,,,33
Female,No,,,34
Female,No,,,25
Male,No,,,29
Male,No,,,33
Female,No,,,27
Male,No,,,26
Male,No,,,26
Female,No,,,27
Male,No,,,27
Male,No,,,28
Female,No,,,31
Female,No,,,31
Female,No,,,29
Male,No,,,31
Male,No,,,30
Male,No,,,32
Female,No,,,32
Male,No,,,34
Male,No,,,32
Female,No,,,26
Female,No,,,26
Female,No,,,26
Male,No,,,30
Male,No,,,32
Male,No,,,27
Female,No,,,28
Male,No,,,26
Female,No,,,27
Female,No,,,26
Male,No,,,33
Male,No,,,31
Male,No,,,28
Male,No,,,33
Female,No,,,32
Female,No,,,30
Female,No,,,26
Female,No,,,29
Female,No,,,34
Female,No,,,33
Male,No,,,25
Female,No,,,26
Female,No,,,26
Female,No,,,29
Female,No,,,32
Male,No,,,29
Male,No,,,31
Female,No,,,32
Female,No,,,31
Male,No,,,26
Female,No,,,33
Female,No,,,30
Male,No,,,28
Male,No,,,29
Female,No,,,27
Female,No,,,25
Female,No,,,34
Male,No,,,30
Female,No,,,30
Female,No,,,30
Male,No,,,26
Male,No,,,34
Female,No,,,25
Female,No,,,31
Male,No,,,30
Male,No,,,27
Female,No,,,26
Female,No,,,31
Male,No,,,27
Female,No,,,34
Female,No,,,29
Male,No,,,29
Female,No,,,26
Female,No,,,34
Female,No,,,30
Male,No,,,33
Male,No,,,34
Female,No,,,32
Male,No,,,33
Female,No,,,33
Male,No,,,32
Female,No,,,26
Male,No,,,26
Female,No,,,29
Female,No,,,32
Female,No,,,29
Female,No,,,26
Male,No,,,29
Male,No,,,34
Male,No,,,26
Female,No,,,32
Female,No,,,33
Female,No,,,25
Female,No,,,30
Male,No,,,34
Female,No,,,31
Male,No,,,32
Male,No,,,31
Female,No,,,27
Female,No,,,26
Female,No,,,28
Female,No,,,31
Male,No,,,30
Female,No,,,26
Male,No,,,31
Female,No,,,27
Female,No,,,27
Female,No,,,33
Female,No,,,32
Female,No,,,27
Male,No,,,33
Female,No,,,32
Female,No,,,27
Female,No,,,30
